filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label,label2
jre11692500_1002.wav,0.3706427812576294,0.06032707169651985,2311.5974078914182,1842.2219123546383,4046.746826171875,0.1410183376736111,-244.24273681640625,101.29314422607422,-26.63949775695801,17.342655181884766,-7.722898006439209,-2.492450475692749,-11.644160270690918,0.9155563712120056,-15.615216255187988,-6.610171318054199,0.3506072461605072,-7.042977333068848,-17.5814208984375,0.2192365527153015,-15.416845321655273,-2.527660131454468,-6.503064155578612,-7.859386920928955,-11.159443855285645,-1.3840482234954834,1,1
jre11692500_1004.wav,0.3345663845539093,0.049868937581777566,1939.2286429024807,2043.361317790005,3735.312906901041,0.08131239149305555,-311.6815185546875,95.53438568115234,-9.830963134765623,48.35757446289063,21.73821258544922,-1.721545696258545,-7.975380897521973,4.8891868591308585,-9.657148361206056,-11.392279624938965,-5.144281387329102,-6.6323018074035645,-21.34095573425293,-0.2761920392513275,-9.88962459564209,-7.471118450164795,-8.896069526672363,-5.014895439147949,-4.136332511901856,-4.388416767120361,1,1
jre11692500_1006.wav,0.34903308749198914,0.037965159863233566,1853.8127437873245,1790.2380713988334,3456.477864583333,0.0916793258101852,-288.4141540527344,126.24629974365234,-12.794883728027346,31.0751953125,4.3583765029907235,-0.2808291912078857,-6.563851356506348,1.4250810146331787,-14.059209823608398,-10.796282768249512,-2.302557468414306,-2.4785535335540767,-12.223884582519533,2.8169636726379395,-8.079397201538086,-3.590028524398804,-8.26003360748291,-4.544590473175049,-6.480251789093018,-5.38729190826416,-1,1
jre11692500_1007.wav,0.3520529568195343,0.04893171787261963,2170.699733121981,1890.5091069186747,3965.598551432292,0.12079535590277778,-289.39056396484375,98.5740737915039,-11.574970245361328,35.21520233154297,17.882143020629886,5.144087791442871,-12.726585388183596,1.2326822280883791,-8.500387191772461,-8.804168701171875,-1.3575478792190552,-10.602680206298828,-19.094335556030273,1.8188554048538208,-9.331707000732422,-2.9671430587768555,-12.409453392028807,-6.876427173614503,-4.118852615356444,-3.872150897979736,1,1
jre11692500_1009.wav,0.34988313913345337,0.04806578159332275,1572.6375369201612,1701.6403976159866,2895.817057291666,0.07393844039351853,-297.1285400390625,137.9610595703125,-21.67120742797852,10.192625045776367,11.204390525817873,5.945922374725343,-13.095717430114744,-2.7922420501708984,-15.265177726745605,-7.871654510498048,-5.132925510406494,-8.20722484588623,-10.06839084625244,1.2453104257583618,-10.63961696624756,-0.5195607542991638,-4.0978989601135245,-4.806002616882324,-8.309758186340332,0.0911424607038498,-1,1
jre11692500_1012.wav,0.33561447262763977,0.04293403401970863,1863.8225291145934,1834.826715174968,3298.667399088541,0.0956398292824074,-302.83905029296875,126.6612777709961,3.9124834537506095,15.778040885925293,12.553546905517578,9.796799659729004,-8.300766944885254,-4.423142433166504,-12.318036079406738,-7.048693656921388,-9.329248428344727,-6.9582762718200675,-15.011101722717285,3.871984243392944,-13.81788158416748,-4.1817407608032235,-10.009503364562988,-2.095477819442749,-8.276721954345701,-3.2143185138702397,1,1
jre11692500_1013.wav,0.3577350378036499,0.04630038142204285,2103.914602246265,1866.5209900317402,3756.646728515625,0.10721842447916667,-301.3223571777344,103.50625610351562,-5.684918403625487,36.19072723388672,16.156469345092773,1.370874285697937,-12.608723640441895,1.2451581954956057,-11.266657829284668,-6.06757926940918,-7.042027950286865,-7.064958572387695,-16.526676177978516,1.5523055791854858,-10.58009147644043,-2.618058681488037,-5.431236743927002,-1.9111617803573608,-5.494332313537598,-0.5725491046905518,-1,1
jre11692500_1014.wav,0.3361706733703613,0.050017133355140686,1565.9661383788045,1773.0316208244928,3087.921142578125,0.06495949074074074,-319.3886413574219,132.13864135742188,-16.322538375854492,23.07017707824707,16.999855041503903,-2.049888610839844,-11.794792175292967,0.5432343482971191,-14.04219913482666,-10.025151252746582,-2.693652629852295,-13.624457359313965,-15.099491119384766,-1.7122702598571775,-12.307428359985352,-2.9734461307525635,-9.910027503967283,-4.647517681121826,-6.3844871520996085,-2.6452178955078125,1,1
jre11692500_1015.wav,0.3669169843196869,0.03391517326235771,2049.0932123337548,2023.938399180065,3956.327311197917,0.10782877604166667,-340.56890869140625,111.65760803222656,-1.5612440109252932,25.563232421875,7.837127208709718,-0.16785015165805814,-12.990148544311525,-2.0995721817016597,-12.552199363708494,-7.913693428039551,-5.5986599922180185,-8.122862815856934,-9.681888580322266,2.299012899398804,-8.140261650085451,-0.5413832068443298,-7.0184569358825675,-2.7420151233673096,-7.490611553192139,-2.825489282608032,-1,1
jre11692500_1018.wav,0.5050258636474609,0.02552717924118042,2610.526824133147,2658.5405274921577,5825.130208333332,0.1209988064236111,-412.7181396484375,92.02999877929688,6.312953472137451,21.296178817749023,8.178383827209473,3.0894031524658203,1.466826319694519,-1.5558377504348757,-11.478533744812012,-2.97811222076416,-6.926394462585449,-0.9888740777969359,-6.4025630950927725,-0.6299247741699219,-5.078023433685303,2.2001018524169917,-3.813188076019287,0.9092934727668762,-2.8119182586669917,0.1101544201374054,-1,0
