filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label,predictions
jre11692500_0.wav,0.4905748665332794,0.02506925351917744,2171.913548927568,2139.8857219991746,4431.553141276042,0.10127766927083333,-380.53302001953125,112.69464111328124,-31.79684829711914,1.7805448770523071,-1.5157536268234253,-2.44033145904541,1.871956467628479,-0.206698477268219,-9.557781219482422,2.622060537338257,10.12200164794922,-1.2192145586013794,-5.020499229431152,-8.176242828369139,-6.0346455574035645,5.1411004066467285,-4.364628314971924,-1.7837904691696167,-1.6519148349761963,-2.5346155166625977,1,0.9999689
jre11692500_1.wav,0.44157806038856506,0.031176341697573662,2452.753354588837,2400.3180181582,5115.33203125,0.12614384403935186,-353.4823913574219,92.4853973388672,-3.3116674423217773,21.25051689147949,2.6864864826202397,3.239572286605835,-3.739282369613648,-2.3520772457122803,-5.2482872009277335,-6.51344633102417,-3.828105211257935,-2.3638391494750977,-5.873488426208496,2.105093479156494,-7.501835346221924,2.2082784175872803,-3.906220436096192,-3.2507905960083012,-2.498703956604004,0.9304580688476562,1,0.99998397
jre11692500_10.wav,0.3911193609237671,0.049024447798728936,2102.8944992445317,2018.7430442228167,3995.107014973959,0.10658546730324074,-298.1124572753906,105.58126831054688,-1.91133725643158,38.33287048339844,19.515424728393555,0.7177925705909729,-6.775963306427003,2.004842519760132,-6.7401790618896475,-9.310667991638184,-2.1365201473236084,-4.3007845878601065,-13.941047668457033,0.7972378134727478,-8.774372100830076,-1.2131716012954712,-6.3367371559143075,-4.957156181335449,-6.576494693756104,-1.6735289096832275,1,0.9997455
jre11692500_100.wav,0.4288656413555145,0.045402351766824715,2333.984809762077,2293.2006293188488,4721.254475911458,0.12213812934027778,-320.2619934082031,90.47335815429688,-6.3325562477111825,19.515079498291016,15.362201690673828,0.7393680214881897,-4.407533645629883,-5.085312843322754,-14.562348365783693,-5.422759056091309,-5.643832683563232,0.18282300233840945,-5.851744651794434,1.892823338508606,-8.513250350952147,-0.8758032321929932,-3.1569747924804688,1.1273269653320312,-8.081710815429688,-0.2239362597465515,-1,0.8352679
jre11692500_1000.wav,0.3925803899765015,0.07834584265947342,2117.510207674417,1985.6907408901795,4041.263834635417,0.10602484809027778,-212.4907989501953,114.45748138427734,-15.307855606079102,31.17040252685547,-0.7563302516937256,-8.24996280670166,-6.660746097564697,-1.1374732255935671,-18.74309539794922,-8.256089210510254,-6.294614315032959,1.813046932220459,-9.025506973266602,5.128048896789551,-10.878363609313963,-1.3515739440917969,-6.415202617645264,-4.860430240631104,-8.252588272094728,-0.8683424592018127,-1,0.1806519
jre11692500_1001.wav,0.4698094129562378,0.03732654079794884,2239.8139268421533,2191.132913304103,4524.066162109375,0.11228660300925926,-324.96331787109375,108.2126007080078,-16.467023849487305,26.86513900756836,13.56337070465088,3.621354103088379,-5.165787220001222,-4.374843120574951,-11.606969833374025,-3.4765491485595703,-2.9785542488098145,-0.7708896994590759,-7.123727798461914,3.142917394638061,-7.9080262184143075,0.7136359810829163,-4.640324115753174,-4.1854028701782235,-4.470373153686523,4.049245357513429,1,0.91882443
jre11692500_1002.wav,0.3706427812576294,0.06032707169651985,2311.5974078914182,1842.2219123546383,4046.746826171875,0.1410183376736111,-244.24273681640625,101.29314422607422,-26.63949775695801,17.342655181884766,-7.722898006439209,-2.492450475692749,-11.644160270690918,0.9155563712120056,-15.615216255187988,-6.610171318054199,0.3506072461605072,-7.042977333068848,-17.5814208984375,0.2192365527153015,-15.416845321655273,-2.527660131454468,-6.503064155578612,-7.859386920928955,-11.159443855285645,-1.3840482234954834,1,1.0
jre11692500_1003.wav,0.3963286876678467,0.0390470065176487,2186.8894799814348,2024.4666639613145,4050.136311848959,0.1150173611111111,-308.5570068359375,96.14895629882812,-10.553948402404783,37.81033706665039,15.559399604797365,4.9830589294433585,-10.703680992126463,-2.721515893936157,-12.349129676818848,-3.4369928836822514,-7.389944553375244,-7.190629959106445,-14.266090393066404,1.8524246215820312,-8.760158538818361,-0.16099312901496887,-8.781441688537598,-3.584293842315674,-5.392335891723633,-1.7528448104858398,1,0.9996543
jre11692500_1004.wav,0.3345663845539093,0.049868937581777566,1939.2286429024807,2043.361317790005,3735.312906901041,0.08131239149305555,-311.6815185546875,95.53438568115234,-9.830963134765623,48.35757446289063,21.73821258544922,-1.721545696258545,-7.975380897521973,4.8891868591308585,-9.657148361206056,-11.392279624938965,-5.144281387329102,-6.6323018074035645,-21.34095573425293,-0.2761920392513275,-9.88962459564209,-7.471118450164795,-8.896069526672363,-5.014895439147949,-4.136332511901856,-4.388416767120361,1,0.9999998
jre11692500_1005.wav,0.3682388067245483,0.05019296705722809,2483.4900015247117,1970.5342325614988,4421.484375,0.14741572627314814,-248.51451110839844,92.48368072509766,-13.05681324005127,30.88418006896973,9.216221809387207,5.058035373687744,-11.530495643615724,-3.5644958019256587,-10.206767082214355,-6.170825004577638,-8.241076469421388,1.5309033393859863,-12.133556365966795,3.9931180477142334,-10.572761535644533,0.5399883985519409,-5.840941429138184,-3.2982468605041504,-8.194433212280272,-1.0150991678237915,1,0.98073006
jre11692500_1006.wav,0.34903308749198914,0.037965159863233566,1853.8127437873245,1790.2380713988334,3456.477864583333,0.0916793258101852,-288.4141540527344,126.24629974365234,-12.794883728027346,31.0751953125,4.3583765029907235,-0.2808291912078857,-6.563851356506348,1.4250810146331787,-14.059209823608398,-10.796282768249512,-2.302557468414306,-2.4785535335540767,-12.223884582519533,2.8169636726379395,-8.079397201538086,-3.590028524398804,-8.26003360748291,-4.544590473175049,-6.480251789093018,-5.38729190826416,1,0.99999857
jre11692500_1007.wav,0.3520529568195343,0.04893171787261963,2170.699733121981,1890.5091069186747,3965.598551432292,0.12079535590277778,-289.39056396484375,98.5740737915039,-11.574970245361328,35.21520233154297,17.882143020629886,5.144087791442871,-12.726585388183596,1.2326822280883791,-8.500387191772461,-8.804168701171875,-1.3575478792190552,-10.602680206298828,-19.094335556030273,1.8188554048538208,-9.331707000732422,-2.9671430587768555,-12.409453392028807,-6.876427173614503,-4.118852615356444,-3.872150897979736,1,1.0
jre11692500_1008.wav,0.4196828305721283,0.037155047059059136,2505.935635407936,2023.907594692845,4449.896240234375,0.14404748987268515,-304.3328857421875,91.18277740478516,-6.951101779937744,28.87600326538086,13.403519630432127,9.06036376953125,-6.625500202178955,-5.360823631286621,-14.47426986694336,-4.594889163970947,-5.41454553604126,-3.041892766952514,-15.406700134277346,3.095758438110352,-4.337774753570557,1.120600700378418,-5.5600199699401855,0.3455832302570343,-5.178088188171387,0.7069526314735413,1,0.9824531
jre11692500_1009.wav,0.34988313913345337,0.04806578159332275,1572.6375369201612,1701.6403976159866,2895.817057291666,0.07393844039351853,-297.1285400390625,137.9610595703125,-21.67120742797852,10.192625045776367,11.204390525817873,5.945922374725343,-13.095717430114744,-2.7922420501708984,-15.265177726745605,-7.871654510498048,-5.132925510406494,-8.20722484588623,-10.06839084625244,1.2453104257583618,-10.63961696624756,-0.5195607542991638,-4.0978989601135245,-4.806002616882324,-8.309758186340332,0.0911424607038498,1,1.0
jre11692500_101.wav,0.3846815228462219,0.05138856545090675,2021.8228035747672,2093.6813243128686,4062.099202473959,0.10569932725694443,-278.90087890625,112.41381072998048,-10.99708652496338,20.572237014770508,7.3901405334472665,6.685471534729004,-6.437745094299316,-6.203715801239014,-11.404266357421875,-8.918641090393066,-3.500145435333252,-5.19080114364624,-10.850614547729492,2.1868906021118164,-7.750683784484862,-1.4871478080749512,-6.556591033935548,-5.834293842315674,-4.989148616790772,-2.428370237350464,1,0.9998374
jre11692500_1010.wav,0.4208171963691712,0.032542962580919266,2279.1719421499915,2031.7681395457025,3981.549072265625,0.14121274594907407,-346.765869140625,99.42890167236328,11.73299789428711,26.20193290710449,0.9999833106994628,0.6918875575065613,-6.051511764526367,6.228283882141112,-14.546581268310547,-6.20213508605957,-0.4345188736915589,-4.68883228302002,-10.35977268218994,1.00901198387146,-9.511014938354492,-0.0440441332757473,-6.22553300857544,-2.7050256729125977,-5.661053657531737,-1.4545753002166748,1,0.9998399
