filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
roganclimate2500_0.wav,0.2844480872154236,0.07349128276109695,2393.8685547564537,1786.58360342435,4083.0342610677085,0.1898781105324074,-301.6986083984375,90.13540649414062,-29.674135208129883,36.15126037597656,-23.74042510986328,16.832210540771484,-22.961904525756836,-8.967395782470703,-10.652867317199707,-5.616604328155518,-2.6936376094818115,-19.105690002441406,-6.046265602111816,-8.652520179748535,-6.216952323913574,-1.971732497215271,-4.115242958068848,-0.7799350619316101,4.238680362701416,-8.948307991027832,roganclimate2500
roganclimate2500_1.wav,0.3510690927505493,0.06676527112722397,2136.7473493017164,2108.739641429435,3993.7113444010415,0.10536024305555555,-313.9641418457031,93.97216796875,6.109218120574951,31.373472213745117,5.169866561889648,6.52940559387207,-2.2206315994262695,-0.9240632653236389,-12.578888893127441,-7.483968734741211,-1.2807403802871704,-4.453244209289551,-10.461158752441406,-0.07984093576669693,-5.322376251220703,0.020129503682255745,-8.003874778747559,-5.959977149963379,-4.658810138702393,-0.8057677149772644,roganclimate2500
roganclimate2500_10.wav,0.4001242518424988,0.05774584412574768,2320.9154384530502,2159.6366370401984,4305.643717447917,0.12434895833333333,-285.992431640625,95.22089385986328,-14.685359954833984,15.221243858337402,11.283445358276367,6.344803810119629,-7.692934989929199,0.32086557149887085,-6.787016868591309,3.300039052963257,-8.44266128540039,-4.5210442543029785,-11.691028594970703,3.3897690773010254,-9.754583358764648,-3.217158794403076,-4.496208667755127,-2.451131820678711,-4.25153923034668,-3.7613131999969482,roganclimate2500
roganclimate2500_100.wav,0.4141908288002014,0.04362813010811806,2523.509141139093,2075.7402403193355,4330.865478515625,0.15998444733796297,-306.8193054199219,85.15558624267578,0.707186222076416,22.043428421020508,5.937264919281006,2.1461100578308105,-9.162498474121094,-3.542895555496216,-6.743043899536133,-0.904487133026123,-9.26432991027832,-5.667047500610352,-14.067938804626465,2.215672016143799,-9.470399856567383,-2.7675676345825195,-6.831935405731201,-2.0184710025787354,-5.890021324157715,-3.3603084087371826,roganclimate2500
roganclimate2500_101.wav,0.3259045481681824,0.06787966191768646,1633.8953676237331,1889.9382940439787,2999.69482421875,0.06754557291666667,-291.2572326660156,109.85799407958984,0.6669941544532776,37.34645080566406,13.758058547973633,-5.3389716148376465,-5.763717174530029,-7.264758110046387,-13.50421142578125,-5.046784400939941,-16.21489715576172,-8.878721237182617,-12.581775665283203,-3.39259934425354,-11.59356689453125,-4.026128768920898,-8.357686042785645,-2.394944429397583,-8.608097076416016,-7.11513614654541,roganclimate2500
roganclimate2500_102.wav,0.33427029848098755,0.05854539945721626,2407.3807762023193,2166.9242568201403,4326.578776041667,0.1334544994212963,-289.3173522949219,76.26162719726562,1.231611728668213,31.91004180908203,6.8254008293151855,2.5642080307006836,-3.8490688800811768,-1.7811660766601562,-13.254958152770996,-1.346472144126892,-11.383916854858398,-6.610281467437744,-13.238029479980469,-3.0104403495788574,-10.382969856262207,-2.9869792461395264,-7.260147571563721,-2.6355607509613037,-6.91486930847168,-4.283048629760742,roganclimate2500
roganclimate2500_103.wav,0.3157601058483124,0.0457070916891098,1597.6701704204281,1983.8335020355753,2892.02880859375,0.06537543402777778,-336.6242370605469,110.13756561279297,19.055761337280273,35.60451126098633,9.526769638061523,-0.8248072862625122,-1.3470008373260498,-2.0722827911376953,-17.892440795898438,-10.747936248779297,-13.204167366027832,-8.513520240783691,-15.965681076049805,-2.0715444087982178,-9.920344352722168,-5.958004474639893,-6.743473052978516,-1.0152865648269653,-7.827590465545654,-4.359342575073242,roganclimate2500
roganclimate2500_104.wav,0.4212842285633087,0.02866268903017044,2182.9650333511568,2241.3465788623503,4301.357014973958,0.10810004340277778,-364.4150390625,103.7068862915039,1.599509596824646,20.730684280395508,4.653374671936035,-2.945485830307007,-3.388617515563965,-2.565833568572998,-8.407513618469238,5.452983379364014,-7.38008451461792,-8.048395156860352,-8.406228065490723,1.2266267538070679,-9.529875755310059,-1.307508111000061,-6.4426798820495605,-1.5002059936523438,-6.051524639129639,-2.156604290008545,roganclimate2500
roganclimate2500_105.wav,0.3125626742839813,0.06000480055809021,1852.876950475245,2038.2886322028357,3467.44384765625,0.09467230902777778,-296.7760925292969,104.35033416748047,13.282679557800293,27.79201889038086,10.201288223266602,-1.328770637512207,-4.632560729980469,0.6253989934921265,-11.281304359436035,-2.701090097427368,-12.883415222167969,-8.750205993652344,-15.694700241088867,-2.1053481101989746,-11.53083324432373,-2.3619556427001953,-8.558966636657715,-0.26645222306251526,-6.337630748748779,-4.6884589195251465,roganclimate2500
roganclimate2500_106.wav,0.3804473280906677,0.06124128773808479,1694.1512061551955,1969.4935796459638,3129.193115234375,0.0809054904513889,-324.3377380371094,123.9020004272461,8.370892524719238,13.481400489807129,-0.1792471706867218,-4.616930961608887,-0.11030160635709763,-2.1052911281585693,-15.372095108032227,-0.08202024549245834,-8.519538879394531,-9.652229309082031,-7.240600109100342,0.4961403012275696,-11.192265510559082,-3.5158517360687256,-4.134710311889648,-1.1423258781433105,-3.9280881881713867,-2.699512243270874,roganclimate2500
roganclimate2500_107.wav,0.37103310227394104,0.05240008607506752,1750.7659984651323,1904.2887889879114,3215.325927734375,0.0986328125,-305.0894775390625,124.40644073486328,8.898811340332031,19.660593032836914,10.365870475769043,-4.042524337768555,-10.063475608825684,-1.3538329601287842,-14.499505043029785,-2.643313407897949,-9.660874366760254,-5.288502216339111,-11.241765975952148,-2.8707449436187744,-11.007890701293945,-3.8514602184295654,-6.54637336730957,-1.0958406925201416,-8.07337474822998,-3.4951276779174805,roganclimate2500
roganclimate2500_108.wav,0.4177744686603546,0.04401310160756111,2148.388828492875,2311.919606701924,4306.939697265625,0.10602936921296297,-327.4365234375,95.1388168334961,4.012235641479492,25.33771514892578,9.193373680114746,-0.11318281292915344,3.278798818588257,4.860541820526123,-8.943221092224121,2.7665040493011475,-6.090641021728516,-8.857605934143066,-12.619800567626953,-0.7563069462776184,-9.937554359436035,-4.331092357635498,-7.020753860473633,-0.5319284796714783,-5.527660369873047,0.23057100176811218,roganclimate2500
roganclimate2500_109.wav,0.39368292689323425,0.04540090262889862,2072.448228723451,2143.179634877824,4072.6664225260415,0.10039605034722222,-312.3661804199219,106.35228729248047,2.3227102756500244,26.122079849243164,10.384049415588379,0.3773185610771179,-2.2020137310028076,-1.0883619785308838,-8.138245582580566,-1.5589195489883423,-8.437947273254395,-4.180286884307861,-12.406693458557129,0.7617747187614441,-9.461457252502441,-3.898728847503662,-5.307261943817139,0.40391916036605835,-4.790610313415527,-0.8776532411575317,roganclimate2500
roganclimate2500_11.wav,0.38003188371658325,0.05361923947930336,1771.6267022038273,2040.1282399411702,3624.9552408854165,0.06645598234953703,-313.1544494628906,122.21652221679688,-5.509672164916992,15.028221130371094,14.776375770568848,4.848942279815674,-2.46490740776062,-4.808737277984619,-10.088706970214844,-1.232090950012207,-10.486920356750488,-5.519008636474609,-9.714289665222168,-0.9319825172424316,-8.05982780456543,-2.1001062393188477,-2.5010576248168945,1.4489386081695557,-4.632996082305908,-6.3424248695373535,roganclimate2500
roganclimate2500_110.wav,0.3385021686553955,0.06674248725175858,2198.570341913827,1991.4641169033293,3869.4966634114585,0.1170337818287037,-291.600830078125,99.06168365478516,7.337874412536621,26.600387573242188,11.046616554260254,6.676711082458496,-11.05565071105957,-11.028963088989258,-14.209495544433594,-6.170854568481445,-17.458993911743164,-5.260541915893555,-11.221606254577637,0.3653115928173065,-5.697779178619385,-4.589877605438232,-6.757315158843994,0.2006780356168747,-7.626132965087891,-2.9125843048095703,roganclimate2500
roganclimate2500_111.wav,0.4027896523475647,0.05021904036402702,1926.952988716305,2044.621963347305,3671.8098958333335,0.10456452546296297,-306.2103271484375,107.90711212158203,-0.3282491862773895,28.45199966430664,13.715888977050781,3.412304639816284,-6.377388954162598,-8.842512130737305,-10.61574649810791,-8.36282730102539,-10.899274826049805,-4.584070682525635,-13.419294357299805,-1.092429757118225,-6.203583240509033,-2.373629331588745,-4.664784908294678,1.0512899160385132,-7.473417282104492,-3.5232980251312256,roganclimate2500
roganclimate2500_112.wav,0.41453099250793457,0.04116789624094963,2283.3971599965553,2121.6740451669575,4461.061604817708,0.1265190972222222,-266.9296569824219,84.81532287597656,-30.33013153076172,39.73808288574219,11.495926856994629,21.4678955078125,-22.162992477416992,-13.244465827941895,-6.990065574645996,8.907210350036621,-2.7401015758514404,-3.3244149684906006,-1.695288062095642,10.231382369995117,0.42167213559150696,0.38869327306747437,-6.571895599365234,-1.4537135362625122,-6.19182825088501,-6.948679447174072,roganclimate2500
